Area,BHK,Bathroom,Parking,Price,Per_Sqft,Locality
2035.0,4,4.0,2.0,65000000,31941.0,Safdarjung Enclave
1100.0,3,3.0,1.0,25000000,22727.0,other
1550.0,3,3.0,1.0,38000000,24516.0,Safdarjung Enclave
700.0,2,2.0,1.0,15000000,21429.0,Safdarjung Enclave
540.0,1,1.0,1.0,3000000,5556.0,Safdarjung Enclave
810.0,2,2.0,1.0,8500000,10494.0,other
3250.0,4,4.0,1.0,55000000,16923.0,other
1600.0,3,3.0,2.0,22500000,14062.0,Safdarjung Enclave
4000.0,4,4.0,1.0,72500000,18125.0,Safdarjung Enclave
5500.0,6,7.0,1.0,160000000,29091.0,Safdarjung Enclave
900.0,3,3.0,1.0,12500000,13889.0,other
972.0,2,2.0,1.0,17000000,17490.0,Safdarjung Enclave
4150.0,4,4.0,3.0,82500000,19880.0,Safdarjung Enclave
2250.0,4,5.0,2.0,55000000,24444.0,Safdarjung Enclave
1650.0,3,3.0,1.0,35000000,21212.0,Safdarjung Enclave
2610.0,4,4.0,2.0,42500000,16284.0,other
600.0,2,2.0,1.0,4700000,7833.0,Safdarjung Enclave
1700.0,4,5.0,2.0,52500000,30882.0,Safdarjung Enclave
2250.0,4,4.0,3.0,80000000,35556.0,Safdarjung Enclave
4200.0,4,5.0,3.0,74000000,17619.0,Safdarjung Enclave
1450.0,3,3.0,1.0,37500000,25862.0,other
2200.0,4,4.0,3.0,52500000,23864.0,other
1078.0,3,2.0,1.0,15500000,14378.0,Paschim Vihar
1710.0,3,3.0,1.0,22000000,12865.0,Paschim Vihar
1150.0,3,3.0,1.0,21000000,18261.0,other
1818.0,3,3.0,1.0,22000000,12101.0,Paschim Vihar
1800.0,3,2.0,1.0,26500000,14722.0,other
780.0,2,2.0,1.0,8770000,11244.0,other
405.0,1,1.0,1.0,4500000,11111.0,other
900.0,2,3.0,1.0,8500000,9444.0,Paschim Vihar
807.2925,2,2.0,1.0,8600000,10653.0,Paschim Vihar
2700.0,4,3.0,1.0,42500000,15741.0,Paschim Vihar
1100.0,3,2.0,2.0,13100000,11909.0,Paschim Vihar
2152.78,3,3.0,2.0,30000000,13935.0,Paschim Vihar
960.0,2,2.0,2.0,13000000,13542.0,other
1800.0,4,3.0,2.0,23100000,12833.0,other
1100.0,3,2.0,1.0,16000000,14545.0,Paschim Vihar
900.0,2,2.0,1.0,12500000,13889.0,Paschim Vihar
1620.0,3,3.0,1.0,24500000,15123.0,Paschim Vihar
378.0,1,1.0,1.0,3200000,8466.0,Paschim Vihar
1350.0,3,3.0,1.0,15000000,11111.0,Paschim Vihar
1580.0,3,2.0,1.0,21000000,13291.0,Paschim Vihar
820.0,2,3.0,1.0,7500000,9146.0,Paschim Vihar
14220.0,3,3.0,1.0,27500000,1934.0,other
1500.0,3,2.0,2.0,18000000,12000.0,other
1600.0,3,3.0,1.0,15600000,9750.0,Dwarka
1650.0,3,3.0,1.0,15500000,9394.0,other
1600.0,3,3.0,1.0,15200000,9500.0,other
1900.0,3,3.0,1.0,25000000,13158.0,other
1400.0,3,2.0,1.0,15000000,10714.0,other
1550.0,3,2.0,1.0,15800000,10194.0,other
2000.0,4,3.0,1.0,31500000,15750.0,other
1500.0,3,3.0,1.0,14000000,9333.0,other
1550.0,3,2.0,1.0,13200000,8516.0,Dwarka
1600.0,3,2.0,1.0,15800000,9875.0,other
1600.0,3,3.0,1.0,16200000,10125.0,other
1800.0,3,2.0,1.0,15500000,8611.0,other
1470.0,3,2.0,1.0,14500000,9864.0,Dwarka
1500.0,3,2.0,1.0,14900000,9933.0,Dwarka
1750.0,3,3.0,1.0,17200000,9829.0,other
1650.0,3,3.0,1.0,18000000,10909.0,other
1850.0,3,2.0,1.0,15500000,8378.0,Dwarka
1480.0,3,2.0,1.0,15800000,10676.0,other
1214.0,2,2.0,1.0,12600000,10379.0,other
1380.0,3,2.0,1.0,15000000,10870.0,Dwarka
1600.0,4,2.0,1.0,19500000,12188.0,other
1585.0,3,3.0,1.0,16600000,10473.0,other
1700.0,3,3.0,1.0,17200000,10118.0,Dwarka
1200.0,2,2.0,1.0,13000000,10833.0,other
1800.0,4,3.0,1.0,16500000,9167.0,other
1000.0,2,2.0,1.0,10700000,10700.0,other
1500.0,3,2.0,1.0,16200000,10800.0,other
1700.0,3,2.0,1.0,16500000,9706.0,other
1750.0,3,2.0,1.0,14900000,8514.0,other
2700.0,4,3.0,1.0,27500000,10185.0,other
3405.0,5,5.0,3.0,70000000,20558.0,Commonwealth Games Village 2010
1500.0,3,3.0,3.0,35500000,23667.0,Commonwealth Games Village 2010
2105.0,3,3.0,3.0,42100000,20000.0,Commonwealth Games Village 2010
2500.0,4,5.0,3.0,42500000,17000.0,other
2090.0,3,4.0,2.0,44000000,21053.0,Commonwealth Games Village 2010
2525.0,4,5.0,3.0,43200000,17109.0,Commonwealth Games Village 2010
2500.0,4,4.0,2.0,52500000,21000.0,Commonwealth Games Village 2010
2100.0,3,4.0,2.0,34300000,16333.0,Commonwealth Games Village 2010
2022.0,3,3.0,2.0,38000000,18793.0,other
2650.0,4,5.0,2.0,52500000,19811.0,Commonwealth Games Village 2010
1850.0,3,3.0,2.0,37500000,20270.0,Commonwealth Games Village 2010
2100.0,3,3.0,2.0,37000000,17619.0,Commonwealth Games Village 2010
1700.0,3,4.0,2.0,40000000,23529.0,Commonwealth Games Village 2010
2105.0,3,3.0,2.0,36200000,17197.0,Commonwealth Games Village 2010
1250.0,2,3.0,1.0,29000000,23200.0,Commonwealth Games Village 2010
2552.0,4,5.0,3.0,42500000,16654.0,Commonwealth Games Village 2010
3112.0,5,6.0,3.0,60000000,19280.0,Commonwealth Games Village 2010
2125.0,3,3.0,2.0,36500000,17176.0,Commonwealth Games Village 2010
2065.0,3,4.0,2.0,42500000,20581.0,Commonwealth Games Village 2010
3405.0,5,4.0,3.0,71500000,20999.0,Commonwealth Games Village 2010
3050.0,5,5.0,3.0,65000000,21311.0,Commonwealth Games Village 2010
2300.0,5,6.0,3.0,58000000,25217.0,Commonwealth Games Village 2010
1455.0,2,2.0,2.0,27500000,18900.0,Commonwealth Games Village 2010
3400.0,5,5.0,3.0,70000000,20588.0,Commonwealth Games Village 2010
3100.0,5,5.0,3.0,65000000,20968.0,Commonwealth Games Village 2010
1400.0,2,3.0,3.0,28600000,20429.0,Commonwealth Games Village 2010
2126.0,3,3.0,2.0,39000000,18344.0,Commonwealth Games Village 2010
1815.0,3,3.0,2.0,32500000,17906.0,Commonwealth Games Village 2010
1700.0,3,3.0,2.0,34000000,20000.0,Commonwealth Games Village 2010
980.0,2,2.0,2.0,13800000,14082.0,Alaknanda
1350.0,3,3.0,2.0,21000000,15556.0,Alaknanda
1800.0,3,3.0,2.0,22500000,12500.0,Alaknanda
968.751,2,2.0,2.0,15000000,15484.0,Alaknanda
1250.0,3,3.0,2.0,20000000,16000.0,Alaknanda
1800.0,3,3.0,2.0,20000000,11111.0,Alaknanda
1400.0,3,2.0,2.0,26000000,18571.0,Alaknanda
1000.0,3,3.0,2.0,19500000,19500.0,Alaknanda
1800.0,4,2.0,1.0,21500000,11944.0,Alaknanda
1500.0,3,3.0,1.0,26500000,17667.0,Alaknanda
1600.0,3,3.0,2.0,20000000,12500.0,Alaknanda
1400.0,3,3.0,1.0,18000000,12857.0,other
1400.0,3,2.0,1.0,19000000,13571.0,Alaknanda
2700.0,4,4.0,2.0,36500000,13519.0,other
1100.0,2,2.0,2.0,15000000,13636.0,Alaknanda
1200.0,2,2.0,2.0,17500000,14583.0,Alaknanda
1400.0,2,2.0,2.0,14000000,10000.0,Alaknanda
1500.0,3,3.0,2.0,21000000,14000.0,Alaknanda
1320.0,3,2.0,2.0,15600000,11818.0,Alaknanda
1300.0,3,3.0,2.0,19000000,14615.0,other
1150.0,2,2.0,1.0,16500000,14348.0,Alaknanda
1440.0,3,3.0,1.0,19000000,13194.0,Alaknanda
1400.0,2,2.0,1.0,16500000,11786.0,Alaknanda
450.0,1,1.0,1.0,3000000,6667.0,Alaknanda
1300.0,2,2.0,1.0,15000000,11538.0,Alaknanda
1200.0,2,2.0,1.0,14300000,11917.0,Alaknanda
1300.0,3,2.0,1.0,18500000,14231.0,Alaknanda
1400.0,3,3.0,1.0,19000000,13571.0,other
1400.0,3,3.0,1.0,19000000,13571.0,Alaknanda
1500.0,3,2.0,1.0,13500000,9000.0,other
1600.0,4,2.0,2.0,15800000,9875.0,other
1600.0,4,2.0,1.0,15500000,9688.0,other
1250.0,3,2.0,2.0,16000000,12800.0,DDA Flats Sarita Vihar
950.0,2,2.0,2.0,12900000,13579.0,DDA Flats Sarita Vihar
1200.0,3,3.0,2.0,13500000,11250.0,DDA Flats Sarita Vihar
1400.0,4,2.0,2.0,17800000,12714.0,DDA Flats Sarita Vihar
950.0,2,2.0,2.0,13200000,13895.0,DDA Flats Sarita Vihar
1350.0,3,3.0,2.0,14000000,10370.0,DDA Flats Sarita Vihar
1550.0,4,2.0,2.0,17500000,11290.0,DDA Flats Sarita Vihar
1300.0,3,2.0,2.0,17000000,13077.0,DDA Flats Sarita Vihar
1000.0,2,2.0,2.0,13000000,13000.0,other
1500.0,3,3.0,2.0,17000000,11333.0,other
950.0,2,2.0,2.0,12700000,13368.0,DDA Flats Sarita Vihar
1200.0,3,2.0,2.0,13500000,11250.0,DDA Flats Sarita Vihar
1400.0,4,2.0,2.0,17400000,12429.0,DDA Flats Sarita Vihar
1500.0,4,2.0,2.0,17800000,11867.0,DDA Flats Sarita Vihar
1050.0,2,2.0,2.0,12700000,12095.0,DDA Flats Sarita Vihar
1550.0,4,2.0,2.0,16200000,10452.0,DDA Flats Sarita Vihar
950.0,2,2.0,2.0,11100000,11684.0,DDA Flats Sarita Vihar
1150.0,2,2.0,2.0,13600000,11826.0,DDA Flats Sarita Vihar
1150.0,2,2.0,2.0,13100000,11391.0,other
1150.0,2,2.0,2.0,12500000,10870.0,DDA Flats Sarita Vihar
1500.0,3,2.0,2.0,13600000,9067.0,DDA Flats Sarita Vihar
1800.0,4,4.0,2.0,12000000,6667.0,other
1300.0,3,3.0,1.0,20000000,15385.0,other
1150.0,2,2.0,1.0,13500000,11739.0,other
1500.0,3,2.0,1.0,14000000,9333.0,other
1150.0,2,2.0,2.0,10800000,9391.0,other
900.0,3,2.0,1.0,9000000,10000.0,Sultanpur
1150.0,3,2.0,1.0,6300000,5478.0,Sultanpur
1000.0,3,3.0,1.0,5500000,5500.0,other
450.0,1,1.0,1.0,2350000,5222.0,Sultanpur
1350.0,3,3.0,1.0,8500000,6296.0,Sultanpur
445.0,1,2.0,1.0,1650000,3708.0,other
1200.0,2,2.0,1.0,10000000,8333.0,Sultanpur
1100.0,2,2.0,1.0,2800000,2545.0,other
700.0,2,2.0,1.0,2600000,3714.0,other
500.0,1,1.0,1.0,2350000,4700.0,Sultanpur
540.0,1,1.0,1.0,2350000,4352.0,other
450.0,1,1.0,1.0,2000000,4444.0,Sultanpur
800.0,2,2.0,1.0,5000000,6250.0,Sultanpur
700.0,2,2.0,1.0,3500000,5000.0,Sultanpur
750.0,2,2.0,1.0,4500000,6000.0,Sultanpur
750.0,2,2.0,1.0,4000000,5333.0,Sultanpur
1600.0,3,3.0,1.0,10800000,6750.0,Sultanpur
1000.0,3,2.0,1.0,10000000,10000.0,Sultanpur
1600.0,3,3.0,1.0,10800000,6750.0,Sultanpur
900.0,3,2.0,1.0,9000000,10000.0,Sultanpur
1700.0,3,3.0,1.0,8500000,5000.0,Sultanpur
1100.0,3,2.0,1.0,6000000,5455.0,Sultanpur
1000.0,3,3.0,1.0,5500000,5500.0,Sultanpur
1000.0,3,2.0,1.0,7000000,7000.0,Sultanpur
1100.0,3,2.0,1.0,6000000,5455.0,Sultanpur
900.0,2,2.0,1.0,3100000,3444.0,other
600.0,2,2.0,1.0,4500000,7500.0,Sultanpur
360.0,1,1.0,1.0,1500000,4167.0,other
3600.0,2,2.0,1.0,4500000,1250.0,other
1305.0,4,3.0,1.0,5500000,4215.0,Chhattarpur
1800.0,3,4.0,2.0,63000000,35000.0,Chhattarpur
950.0,3,2.0,2.0,6990000,7358.0,Chhattarpur
800.0,2,2.0,1.0,4400000,5500.0,Chhattarpur
1800.0,4,4.0,1.0,12500000,6944.0,other
800.0,2,2.0,1.0,3000000,3750.0,Chhattarpur
675.0,2,2.0,1.0,2800000,4148.0,Chhattarpur
1175.0,3,3.0,4.0,5000000,4255.0,Chhattarpur
1500.0,3,3.0,4.0,6000000,4000.0,Chhattarpur
810.0,2,2.0,4.0,4500000,5556.0,Chhattarpur
630.0,2,2.0,1.0,2800000,4444.0,other
650.0,2,2.0,1.0,2500000,3846.0,Chhattarpur
1800.0,4,4.0,1.0,8500000,4722.0,other
725.0,2,2.0,1.0,3000000,4138.0,Chhattarpur
900.0,3,2.0,1.0,4900000,5444.0,Chhattarpur
750.0,2,2.0,1.0,3500000,4667.0,Chhattarpur
700.0,2,2.0,1.0,3000000,4286.0,other
950.0,3,2.0,1.0,7020000,7389.0,Chhattarpur
1600.0,3,4.0,1.0,60000000,37500.0,Chhattarpur
900.0,2,2.0,1.0,3500000,3889.0,Chhattarpur
1500.0,3,3.0,1.0,7000000,4667.0,Chhattarpur
1035.0,3,3.0,1.0,4500000,4348.0,other
1300.0,3,3.0,1.0,4400000,3385.0,Chhattarpur
765.0,2,2.0,4.0,2500000,3268.0,Chhattarpur
580.0,1,1.0,1.0,1600000,2759.0,other
1750.0,3,3.0,1.0,6500000,3714.0,other
850.0,2,2.0,1.0,2800000,3294.0,Mehrauli
405.0,1,1.0,1.0,1800000,4444.0,Mehrauli
1350.0,3,3.0,1.0,8500000,6296.0,Mehrauli
1350.0,3,3.0,1.0,8500000,6296.0,Mehrauli
450.0,1,1.0,1.0,1700000,3778.0,Mehrauli
1300.0,3,3.0,2.0,7000000,5385.0,other
1050.0,3,2.0,2.0,5600000,5333.0,Mehrauli
1675.0,4,3.0,2.0,13500000,8060.0,Mehrauli
1250.0,3,3.0,2.0,8500000,6800.0,Mehrauli
1080.0,3,3.0,5.0,6000000,5556.0,Mehrauli
1170.0,3,3.0,5.0,7200000,6154.0,Mehrauli
1250.0,3,2.0,1.0,6500000,5200.0,other
1500.0,3,3.0,1.0,8400000,5600.0,Mehrauli
1350.0,3,3.0,1.0,8500000,6296.0,Mehrauli
855.0,2,2.0,1.0,4000000,4678.0,Mehrauli
540.0,1,1.0,1.0,1700000,3148.0,Mehrauli
1044.0983,3,2.0,1.0,6000000,5747.0,Mehrauli
405.0,1,1.0,1.0,1600000,3951.0,Mehrauli
500.0,1,2.0,1.0,2100000,4200.0,Mehrauli
450.0,1,1.0,1.0,1700000,3778.0,Mehrauli
405.0,1,1.0,1.0,1500000,3704.0,Mehrauli
405.0,1,1.0,1.0,1200000,2963.0,Mehrauli
450.0,1,1.0,1.0,1650000,3667.0,Mehrauli
1100.0,3,2.0,1.0,8500000,7727.0,Mehrauli
600.0,2,2.0,1.0,3200000,5333.0,Mehrauli
1100.0,3,2.0,1.0,7500000,6818.0,Mahavir Enclave Part 1
1100.0,3,2.0,1.0,6500000,5909.0,Mahavir Enclave
1000.0,2,2.0,1.0,6500000,6500.0,other
1000.0,3,2.0,1.0,6200000,6200.0,Mahavir Enclave Part 1
450.0,1,1.0,1.0,2500000,5556.0,Mahavir Enclave Part 1
600.0,2,2.0,1.0,3000000,5000.0,Mahavir Enclave
950.0,3,2.0,1.0,6000000,6316.0,Mahavir Enclave Part 1
770.0,2,2.0,1.0,3790000,4922.0,Mahavir Enclave
710.0,2,2.0,1.0,2900000,4085.0,Mahavir Enclave
950.0,3,2.0,1.0,5000000,5263.0,Mahavir Enclave Part 1
450.0,1,1.0,1.0,2100000,4667.0,Mahavir Enclave Part 1
600.0,2,1.0,1.0,3000000,5000.0,Mahavir Enclave Part 1
420.0,1,1.0,1.0,2300000,5476.0,Mahavir Enclave Part 1
900.0,3,2.0,1.0,5900000,6556.0,Mahavir Enclave Part 1
945.0,3,2.0,1.0,5500000,5820.0,Mahavir Enclave Part 1
430.0,1,1.0,1.0,1850000,4302.0,Mahavir Enclave
378.0,1,2.0,2.0,1500000,3968.0,other
450.0,1,1.0,2.0,2200000,4889.0,Narela
900.0,2,2.0,2.0,3800000,4222.0,Narela
360.0,1,1.0,1.0,1800000,5000.0,other
350.0,1,1.0,3.0,2500000,7143.0,Narela
365.0,1,1.0,39.0,3500000,9589.0,Narela
390.0,1,1.0,39.0,2000000,5128.0,Narela
350.0,1,1.0,39.0,3000000,8571.0,Narela
500.0,1,1.0,39.0,1800000,3600.0,Narela
350.0,1,1.0,39.0,1600000,4571.0,Narela
379.0,1,1.0,1.0,1600000,4222.0,Narela
445.0,1,1.0,1.0,1500000,3371.0,other
350.0,1,1.0,1.0,1490000,4257.0,Narela
437.0,1,1.0,1.0,3500000,8009.0,Narela
900.0,2,2.0,1.0,4600000,5111.0,other
350.0,1,1.0,1.0,1800000,5143.0,Narela
4900.0,1,1.0,1.0,1000000,204.0,Narela
2077.4327,1,1.0,1.0,1000000,481.0,Narela
990.0,3,2.0,1.0,5000000,5051.0,Narela
425.0,1,1.0,1.0,2200000,5176.0,Narela
1400.0,3,3.0,2.0,34000000,24286.0,Malviya Nagar
3600.0,4,4.0,3.0,60000000,16667.0,Malviya Nagar
3000.0,4,5.0,4.0,74500000,24833.0,Malviya Nagar
2750.0,4,5.0,2.0,75000000,27273.0,Malviya Nagar
2050.0,4,4.0,2.0,62500000,30488.0,Malviya Nagar
3000.0,4,4.0,2.0,67000000,22333.0,other
850.0,2,2.0,2.0,8500000,10000.0,Malviya Nagar
750.0,2,2.0,2.0,11500000,15333.0,Malviya Nagar
2600.0,4,5.0,3.0,52500000,20192.0,other
800.0,2,2.0,1.0,12000000,15000.0,Malviya Nagar
700.0,2,2.0,1.0,9000000,12857.0,Malviya Nagar
2316.0,3,4.0,1.0,100000000,43178.0,Malviya Nagar
900.0,3,2.0,1.0,6200000,6889.0,Malviya Nagar
900.0,2,3.0,2.0,12500000,13889.0,other
1500.0,2,2.0,3.0,13000000,8667.0,Malviya Nagar
2000.0,4,4.0,2.0,36000000,18000.0,Malviya Nagar
500.0,1,1.0,2.0,2300000,4600.0,Malviya Nagar
1125.0,2,2.0,2.0,8100000,7200.0,Malviya Nagar
1300.0,3,3.0,1.0,10000000,7692.0,Malviya Nagar
2500.0,4,5.0,1.0,62500000,25000.0,Malviya Nagar
2200.0,4,5.0,2.0,65000000,29545.0,Malviya Nagar
1290.0,3,2.0,2.0,20000000,15504.0,Malviya Nagar
2250.0,4,4.0,2.0,57500000,25556.0,Malviya Nagar
1350.0,3,3.0,2.0,30000000,22222.0,Malviya Nagar
1400.0,3,3.0,1.0,30000000,21429.0,Malviya Nagar
1700.0,3,3.0,2.0,30000000,17647.0,Malviya Nagar
400.0,1,1.0,1.0,3500000,8750.0,Dilshad Garden
650.0,2,2.0,1.0,6500000,10000.0,Dilshad Garden
900.0,2,2.0,2.0,6900000,7667.0,Dilshad Garden
400.0,1,1.0,1.0,3600000,9000.0,Dilshad Garden
900.0,3,2.0,2.0,13500000,15000.0,Dilshad Garden
1000.0,3,2.0,1.0,9200000,9200.0,Dilshad Garden
405.0,1,1.0,1.0,2500000,6173.0,Dilshad Garden
1700.0,3,2.0,1.0,17000000,10000.0,Dilshad Garden
1076.39,3,2.0,10.0,9300000,8640.0,Dilshad Garden
750.0,2,1.0,2.0,6500000,8667.0,Dilshad Garden
370.0,1,1.0,2.0,2400000,6486.0,Dilshad Garden
1800.0,3,3.0,1.0,15000000,8333.0,Dilshad Garden
1080.0,3,1.0,1.0,7000000,6481.0,Dilshad Garden
350.0,1,1.0,1.0,4200000,12000.0,Dilshad Garden
900.0,3,2.0,1.0,4800000,5333.0,Dilshad Garden
800.0,2,2.0,1.0,7500000,9375.0,Dilshad Garden
350.0,1,1.0,1.0,3000000,8571.0,Dilshad Garden
430.556,1,1.0,1.0,4300000,9987.0,Dilshad Garden
500.0,1,1.0,1.0,2600000,5200.0,Dilshad Garden
1450.0,2,2.0,1.0,7000000,4828.0,Dilshad Garden
800.0,2,2.0,1.0,6000000,7500.0,Dilshad Garden
1000.0,2,2.0,1.0,6700000,6700.0,Dilshad Garden
1000.0,3,3.0,1.0,9500000,9500.0,Dilshad Garden
1600.0,3,2.0,1.0,17000000,10625.0,Dilshad Garden
1500.0,3,3.0,1.0,12000000,8000.0,Vasundhara Enclave
1050.0,2,2.0,1.0,9000000,8571.0,Vasundhara Enclave
1300.0,3,2.0,2.0,11500000,8846.0,Vasundhara Enclave
1600.0,4,3.0,1.0,20000000,12500.0,other
900.0,2,2.0,1.0,8550000,9500.0,other
1350.0,4,4.0,1.0,10500000,7778.0,Vasundhara Enclave
1000.0,3,2.0,2.0,12000000,12000.0,Vasundhara Enclave
1400.0,3,2.0,1.0,11000000,7857.0,Vasundhara Enclave
975.0,3,2.0,1.0,12000000,12308.0,Vasundhara Enclave
900.0,2,2.0,114.0,9000000,10000.0,Vasundhara Enclave
1100.0,2,2.0,114.0,10000000,9091.0,Vasundhara Enclave
950.0,2,2.0,114.0,8100000,8526.0,Vasundhara Enclave
1300.0,3,3.0,1.0,9200000,7077.0,Vasundhara Enclave
1459.0,3,3.0,1.0,14200000,9733.0,Vasundhara Enclave
1000.0,2,2.0,1.0,7500000,7500.0,Vasundhara Enclave
1100.0,2,2.0,1.0,9500000,8636.0,Vasundhara Enclave
1450.0,3,2.0,1.0,14000000,9655.0,Vasundhara Enclave
1450.0,3,3.0,1.0,11600000,8000.0,Vasundhara Enclave
1150.0,3,3.0,1.0,12000000,10435.0,Vasundhara Enclave
780.0,2,2.0,1.0,7500000,9615.0,Vasundhara Enclave
1300.0,3,2.0,2.0,9800000,7538.0,Vasundhara Enclave
1350.0,3,3.0,1.0,12000000,8889.0,Vasundhara Enclave
1200.0,3,2.0,1.0,12500000,10417.0,Vasundhara Enclave
1460.0,3,3.0,1.0,16500000,11301.0,Vasundhara Enclave
1460.0,3,3.0,1.0,12000000,8219.0,Vasundhara Enclave
1100.0,2,2.0,1.0,7200000,6545.0,Vasundhara Enclave
1500.0,3,3.0,2.0,15000000,10000.0,Vasundhara Enclave
1050.0,2,2.0,1.0,10000000,9524.0,Vasundhara Enclave
1350.0,3,3.0,1.0,11000000,8148.0,Vasundhara Enclave
1500.0,2,2.0,2.0,24700000,16467.0,Okhla
976.0,2,2.0,2.0,24900000,25512.0,Okhla
450.0,1,1.0,1.0,1700000,3778.0,Okhla
900.0,2,2.0,1.0,11000000,12222.0,Okhla
2500.0,4,4.0,2.0,75000000,30000.0,Okhla
979.5149,2,2.0,1.0,24800000,25319.0,other
945.0,2,2.0,1.0,24900000,26349.0,other
976.0,2,2.0,2.0,24900000,25512.0,other
1531.0,2,2.0,2.0,25900000,16917.0,Okhla
1000.0,2,2.0,2.0,11700000,11700.0,Okhla
900.0,3,2.0,1.0,5500000,6111.0,Okhla
1512.0,2,2.0,1.0,30000000,19841.0,Okhla
1500.0,3,2.0,1.0,16000000,10667.0,Okhla
2907.0,4,4.0,1.0,30000000,10320.0,Okhla
2210.0,4,3.0,1.0,41000000,18552.0,Okhla
750.0,2,2.0,1.0,3800000,5067.0,Okhla
2518.7526,4,5.0,2.0,68900000,27355.0,other
1100.0,3,3.0,2.0,12500000,11364.0,Okhla
1260.0,3,2.0,1.0,7000000,5556.0,Okhla
675.0,2,2.0,1.0,3100000,4593.0,Okhla
810.0,2,2.0,1.0,14500000,17901.0,Okhla
3150.0,4,5.0,3.0,61500000,19524.0,Okhla
2000.0,4,4.0,1.0,27500000,13750.0,Okhla
1775.0,3,3.0,1.0,25500000,14366.0,Karol Bagh
1135.0,3,3.0,2.0,25000000,22026.0,Karol Bagh
1252.0,2,2.0,1.0,18500000,14776.0,Karol Bagh
2000.0,4,4.0,1.0,39700000,19850.0,Karol Bagh
1332.0,3,2.0,1.0,6540000,4910.0,other
1017.0,3,3.0,1.0,22000000,21632.0,Karol Bagh
1775.0,3,3.0,1.0,25500000,14366.0,Karol Bagh
987.0,2,2.0,1.0,17000000,17224.0,Karol Bagh
1912.0,3,3.0,1.0,27500000,14383.0,Karol Bagh
5236.0,5,7.0,3.0,73700000,14076.0,Karol Bagh
2805.0,4,4.0,2.0,52300000,18645.0,Karol Bagh
1500.0,3,3.0,2.0,16000000,10667.0,other
1280.0,3,3.0,2.0,15000000,11719.0,Karol Bagh
1775.0,3,3.0,1.0,25500000,14366.0,Karol Bagh
675.0,2,2.0,1.0,10000000,14815.0,Karol Bagh
1206.0,3,3.0,1.0,20000000,16584.0,Karol Bagh
1143.0,2,2.0,1.0,16000000,13998.0,other
345.0,1,1.0,1.0,5500000,15942.0,Karol Bagh
720.0,2,1.0,1.0,7000000,9722.0,Karol Bagh
1600.0,3,3.0,1.0,24000000,15000.0,other
950.0,2,2.0,1.0,12500000,13158.0,other
1200.0,3,2.0,1.0,14500000,12083.0,Karol Bagh
1501.0,3,2.0,1.0,20000000,13324.0,Karol Bagh
1135.0,3,3.0,2.0,24500000,21586.0,Karol Bagh
1200.0,3,2.0,1.0,20900000,17417.0,Karol Bagh
2200.0,3,3.0,1.0,43100000,19591.0,Karol Bagh
1240.0,3,3.0,1.0,18000000,14516.0,DLF Capital Greens
3002.0,4,5.0,2.0,50000000,16656.0,DLF Capital Greens
1350.0,3,2.0,1.0,18500000,13704.0,Kirti Nagar
2300.0,4,5.0,3.0,46500000,20217.0,Kirti Nagar
1429.0,3,3.0,2.0,17500000,12246.0,Kirti Nagar
2430.0,4,5.0,2.0,42500000,17490.0,Kirti Nagar
1450.0,3,3.0,2.0,15500000,10690.0,DLF Capital Greens
1250.0,2,2.0,2.0,15000000,12000.0,DLF Capital Greens
2800.0,4,4.0,2.0,40000000,14286.0,DLF Capital Greens
1646.0,3,3.0,1.0,20000000,12151.0,DLF Capital Greens
900.0,2,2.0,1.0,6700000,7444.0,Kirti Nagar
1250.0,3,2.0,1.0,16000000,12800.0,DLF Capital Greens
900.0,3,2.0,1.0,8000000,8889.0,Kirti Nagar
1590.0,3,2.0,2.0,25000000,15723.0,DLF Capital Greens
990.0,3,2.0,2.0,25000000,25253.0,Kirti Nagar
2282.0,4,5.0,2.0,37500000,16433.0,DLF Capital Greens
1260.0,3,3.0,1.0,25000000,19841.0,DLF Capital Greens
1457.0,3,3.0,1.0,23000000,15786.0,Kirti Nagar
1400.0,3,2.0,2.0,17500000,12500.0,Kirti Nagar
2175.0,4,4.0,1.0,44000000,20230.0,DLF Capital Greens
1450.0,3,3.0,2.0,15000000,10345.0,DLF Capital Greens
2800.0,4,5.0,2.0,42500000,15179.0,DLF Capital Greens
861.112,2,2.0,2.0,5000000,5806.0,Kirti Nagar
2282.0,4,5.0,2.0,38000000,16652.0,DLF Capital Greens
1753.0,3,3.0,1.0,19000000,10839.0,DLF Capital Greens
2659.0,4,5.0,3.0,43500000,16360.0,Kirti Nagar
1550.0,3,2.0,3.0,19500000,12581.0,Kirti Nagar
1470.0,3,2.0,2.0,14200000,9660.0,DLF Capital Greens
1138.0,2,2.0,2.0,13500000,11863.0,Kirti Nagar
1600.0,3,3.0,2.0,21000000,13125.0,Sheikh Sarai Phase 1
1600.0,3,3.0,1.0,22500000,14062.0,Sheikh Sarai Phase 1
1250.0,2,4.0,1.0,19000000,15200.0,Sheikh Sarai
1700.0,3,3.0,2.0,8000000,4706.0,Sheikh Sarai
1800.0,3,4.0,2.0,19000000,10556.0,Sheikh Sarai Phase 1
600.0,1,1.0,2.0,7000000,11667.0,other
1250.0,3,3.0,1.0,5800000,4640.0,Sheikh Sarai
1600.0,3,4.0,1.0,18800000,11750.0,Sheikh Sarai Phase 1
1100.0,3,2.0,1.0,6000000,5455.0,Sheikh Sarai
